name_with_owner,name,date,release_date,release_name,release_url
apache/commons-jxpath,JXPATH_1_3,2008-08-11 20:05:57+00:00,,,
apache/stanbol,apache-stanbol-1.0.0,2016-09-27 10:51:35+00:00,,,
apache/commons-logging,LOGGING_1_2,2014-07-09 20:30:08+00:00,,,
apache/tvm-rfcs,,,,,
apache/kibble,,,,,
apache/jclouds,rel/jclouds-2.4.0,2021-09-04 10:52:07+00:00,,,
apache/cordova-plugin-contacts,3.0.1,2017-12-16 01:25:12+00:00,,,
apache/servicecomb-mesher,v1.7.0,2021-09-18 03:35:03+00:00,2021-09-18 03:35:03+00:00,v1.7.0,https://github.com/apache/servicecomb-mesher/releases/tag/v1.7.0
apache/plc4x-build-tools,site-skin/v1.1.0,2021-09-08 18:26:28+00:00,,,
apache/buildstream,1.6.3,2021-08-25 09:11:02+00:00,2021-08-25 09:13:56+00:00,1.6.3,https://github.com/apache/buildstream/releases/tag/1.6.3
apache/stratos,4.1.6,2016-08-06 07:53:46+00:00,,,
apache/camel-website,,,,,
apache/maven-wrapper-plugin,maven-wrapper-plugin-3.0.2,2021-04-05 14:15:05+00:00,,,
apache/servicecomb-samples,,,,,
apache/skywalking-data-collect-protocol,v8.9.1,2021-11-13 11:40:29+00:00,2021-11-13 11:40:29+00:00,8.9.1,https://github.com/apache/skywalking-data-collect-protocol/releases/tag/v8.9.1
apache/daffodil-schema.g8,,,,,
apache/solr-operator,v0.5.0,2021-11-11 20:33:40+00:00,2021-11-16 22:41:37+00:00,v0.5.0,https://github.com/apache/solr-operator/releases/tag/v0.5.0
apache/commons-beanutils,commons-beanutils-1.9.4,2019-07-28 22:12:17+00:00,,,
apache/geronimo-arthur,arthur-1.0.4,2022-01-26 10:47:13+00:00,,,
apache/maven-scm,maven-scm-2.0.0-M1,2022-01-08 20:02:01+00:00,,,
apache/maven-plugin-tools,maven-plugin-tools-3.6.4,2022-01-10 23:05:29+00:00,,,
apache/maven-pdf-plugin,maven-pdf-plugin-1.5.1,2021-11-28 20:43:16+00:00,,,
apache/maven-invoker-plugin,maven-invoker-plugin-3.2.2,2021-02-14 00:04:01+00:00,,,
apache/maven-help-plugin,maven-help-plugin-3.2.0,2019-04-13 10:44:01+00:00,,,
apache/maven-archetype,maven-archetype-3.2.1,2021-12-27 19:49:21+00:00,,,
apache/maven-antrun-plugin,maven-antrun-plugin-3.0.0,2020-04-12 07:51:26+00:00,,,
apache/maven-jxr,jxr-3.1.1,2021-04-18 19:03:09+00:00,,,
apache/maven-war-plugin,maven-war-plugin-3.3.2,2021-09-05 09:31:48+00:00,,,
apache/maven-site-plugin,maven-site-plugin-3.11.0,2022-02-13 11:25:18+00:00,,,
apache/maven-resources-plugin,maven-resources-plugin-3.2.0,2020-08-05 15:25:05+00:00,,,
apache/maven-clean-plugin,maven-clean-plugin-3.1.0,2018-04-08 13:35:56+00:00,2018-04-08 13:36:12+00:00,3.1.0,https://github.com/apache/maven-clean-plugin/releases/tag/maven-clean-plugin-3.1.0
apache/ignite-python-thin-client,0.5.2,2021-09-09 10:26:24+00:00,,,
apache/incubator-retired-pirk,,,,,
apache/datasketches-website,20191201,2019-11-18 19:44:37+00:00,2019-11-18 19:44:37+00:00,Website Dec 1 2019,https://github.com/apache/datasketches-website/releases/tag/20191201
apache/openoffice-org,,,,,
apache/cassandra-diff,,,,,
apache/incubator-streampipes-installer,release/0.68.0,2021-07-06 06:37:03+00:00,,,
apache/myfaces-tobago,tobago-5.0.0,2021-10-28 19:17:51+00:00,,,
apache/commons-dbcp,rel/commons-dbcp-2.9.0,2021-07-31 15:02:14+00:00,,,
apache/iotdb-bin-resources,,,,,
apache/plc4x-website,,,,,
apache/servicemix,servicemix-7.0.1,2017-05-22 19:34:18+00:00,,,
apache/geode-examples,rel/v1.14.3,2022-01-11 00:13:28+00:00,,,
apache/netbeans-html4j,release-1.7.3,2021-12-02 09:06:20+00:00,,,
apache/incubator-retired-gearpump,0.8.4,2017-06-23 08:37:01+00:00,,,
apache/incubator-shenyu-dashboard,2.4.1,2021-10-25 15:11:58+00:00,2021-10-25 15:11:58+00:00,2.4.1,https://github.com/apache/incubator-shenyu-dashboard/releases/tag/2.4.1
apache/predictionio-template-java-ecom-recommender,v0.14.0,2019-03-12 13:51:11+00:00,,,
apache/lens,apache-lens-2.7.1,2018-01-24 01:16:51+00:00,,,
apache/airavata-jupyter-kernel,,,,,
apache/nifi-minifi,rel/minifi-0.5.0,2018-06-28 16:28:30+00:00,,,
apache/daffodil-vscode,,,,,
apache/incubator-wayang-website,,,,,
apache/geronimo-javamail,geronimo-javamail_1.6-1.0.1,2021-10-15 13:29:52+00:00,,,
apache/maven-doxia,doxia-2.0.0-M1,2022-01-17 09:10:04+00:00,,,
apache/buildr,1.5.8,2019-07-14 11:00:25+00:00,,,
apache/struts-site,STRUTS_SITE_1_3_0,2006-02-19 02:28:31+00:00,,,
apache/maven-plugin-testing,maven-plugin-testing-3.3.0,2014-12-18 01:13:05+00:00,,,
apache/maven-ant-tasks,maven-ant-tasks-2.1.3,2011-04-13 08:09:58+00:00,,,
apache/maven-doxia-sitetools,doxia-sitetools-2.0.0-M1,2022-02-01 20:15:51+00:00,,,
apache/johnzon,v1.2.16,2022-02-03 09:28:21+00:00,,,
apache/archiva-redback-core,redback-2.6.1,2020-06-13 18:34:44+00:00,,,
apache/qpid-broker-j,8.0.6,2021-08-24 19:47:38+00:00,,,
apache/nifi-registry,rel/nifi-registry-0.8.0,2020-10-13 20:36:27+00:00,,,
apache/oodt,1.9.1,2021-09-25 16:04:26+00:00,,,
apache/incubator-retired-htrace,4.3.0RC3,2017-05-16 17:02:06+00:00,,,
apache/cordova-discuss,,,,,
apache/datasketches-hive,1.1.0-incubating,2020-06-13 22:48:06+00:00,2020-07-06 21:04:02+00:00,Apache Release 1.1.0-incubating,https://github.com/apache/datasketches-hive/releases/tag/1.1.0-incubating
apache/datasketches,,,,,
apache/tomee,tomee-project-8.0.10,2022-02-10 14:31:21+00:00,,,
apache/incubator-weex-playground,,,,,
apache/ozone-docker,runner-20200625-1,2020-06-25 08:21:14+00:00,,,
apache/couchdb-ci,,,,,
apache/allura,rel/1.13.0,2021-05-12 20:49:14+00:00,,,
apache/xmlgraphics-website,,,,,
apache/ignite-release,,,,,
apache/distributedlog,v0.5.0,,,,
apache/datasketches-postgresql,1.5.0,2021-07-23 02:37:49+00:00,2021-08-09 22:44:56+00:00,Apache datasketches-postgresql-1.5.0,https://github.com/apache/datasketches-postgresql/releases/tag/1.5.0
apache/netbeans-mavenutils-nbm-maven-plugin,nbm-maven-plugin-4.7,2022-02-10 16:58:46+00:00,,,
apache/datasketches-pig,1.1.0-RC1,2022-02-03 21:49:42+00:00,2019-10-19 01:36:13+00:00,Apache Release 1.0.0-incubating,https://github.com/apache/datasketches-pig/releases/tag/1.0.0-incubating
apache/directory-studio,2.0.0.v20210717-M17,2021-07-17 17:55:23+00:00,,,
apache/olingo-odata2,2.0.11,2019-02-16 12:41:05+00:00,,,
apache/xmlgraphics-fop-pdf-images,fop-pdf-images-2_7,2022-01-20 09:12:24+00:00,,,
apache/incubator-retired-openaz,,,,,
apache/skywalking-swck,v0.6.1,2022-01-17 07:16:31+00:00,2022-01-17 07:20:40+00:00,v0.6.1,https://github.com/apache/skywalking-swck/releases/tag/v0.6.1
apache/incubator-linkis-website,,,,,
apache/activemq-nms-amqp,2.0.0,2021-10-01 10:54:56+00:00,,,
apache/odftoolkit,odftoolkit-0.6.2-incubating,2017-03-28 20:00:32+00:00,,,
apache/commons-daemon,commons-daemon-1.2.5-RC1,2022-01-27 19:42:48+00:00,,,
apache/phoenix-omid,1.0.2,2020-11-17 14:13:01+00:00,,,
apache/openwhisk-client-js,3.21.6,2021-12-27 14:28:06+00:00,2021-12-27 14:28:06+00:00,3.21.6,https://github.com/apache/openwhisk-client-js/releases/tag/3.21.6
apache/mnemonic-site,,,,,
apache/predictionio-template-skeleton,v0.14.0,2019-03-12 13:48:35+00:00,,,
apache/infrastructure-agenda,,,,,
apache/sling-org-apache-sling-commons-messaging-mail,org.apache.sling.commons.messaging.mail-2.0.0,2021-12-09 20:58:37+00:00,,,
apache/spark-website,,,,,
apache/openwebbeans-meecrowave,meecrowave-1.2.13,2021-12-14 22:09:27+00:00,,,
apache/dubbo-rpc-jsonrpc,1.0.1,2016-12-24 04:12:36+00:00,2016-12-24 04:12:41+00:00,,https://github.com/apache/dubbo-rpc-jsonrpc/releases/tag/1.0.1
apache/servicecomb-fence,v0.1-alpha,2019-05-24 06:43:59+00:00,,,
apache/ratis-thirdparty,0.8.0-rc0,2021-10-08 15:28:14+00:00,,,
apache/commons-validator,VALIDATOR_1_7,,,,
apache/cloudstack-documentation,4.16.0.0,2021-11-15 13:51:16+00:00,,,
apache/sling-org-apache-sling-servlets-get,org.apache.sling.servlets.get-2.1.44,2021-05-27 11:00:25+00:00,,,
apache/sling-org-apache-sling-servlets-annotations-it,,,,,
apache/sling-org-apache-sling-servlets-annotations,org.apache.sling.servlets.annotations-1.2.6,2021-06-07 21:11:47+00:00,,,
apache/sling-org-apache-sling-servlet-helpers,org.apache.sling.servlet-helpers-1.4.2,2020-06-15 15:09:23+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-models-provider,org.apache.sling.scripting.sightly.models.provider-1.0.10,2019-08-28 11:35:11+00:00,,,
apache/sling-servlet-archetype,sling-servlet-archetype-1.0.4,2015-10-16 20:05:50+00:00,,,
apache/sling-samples,org.apache.sling.sample.slingshot-0.9.0,2018-09-12 11:43:11+00:00,,,
apache/sling-org-apache-sling-feature-r2f,org.apache.sling.feature.r2f-0.0.2,2019-07-02 13:44:35+00:00,,,
apache/sling-org-apache-sling-scripting-bundle-tracker,org.apache.sling.scripting.bundle.tracker-0.1.0,2019-08-28 10:20:45+00:00,,,
apache/sling-org-apache-sling-feature-inventoryprinter,org.apache.sling.feature.inventoryprinter-1.0.2,2019-07-02 13:53:30+00:00,,,
apache/sling-org-apache-sling-installer-factory-feature,org.apache.sling.installer.factory.feature-0.6.0,2021-08-06 09:05:50+00:00,,,
apache/sling-org-apache-sling-launchpad-testing-war,org.apache.sling.launchpad.testing-war-11,2018-10-19 15:27:49+00:00,,,
apache/sling-org-apache-sling-feature-extension-unpack,org.apache.sling.feature.extension.unpack-0.3.0,2022-02-10 13:24:24+00:00,,,
apache/sling-org-apache-sling-feature-extension-content,org.apache.sling.feature.extension.content-1.0.10,2021-03-13 00:20:15+00:00,,,
apache/sling-org-apache-sling-auth-saml2,org.apache.sling.auth.saml2-0.2.6,2021-07-02 15:06:20+00:00,,,
apache/sling-org-apache-sling-feature-diff,org.apache.sling.feature.diff-0.0.6,2020-01-21 10:49:42+00:00,,,
apache/sling-org-apache-sling-launchpad-test-bundles,org.apache.sling.launchpad.test-bundles-0.0.6,2018-10-19 15:12:52+00:00,,,
apache/sling-org-apache-sling-feature-apiregions-model,org.apache.sling.feature.apiregions.model-0.0.2,2019-07-02 13:56:03+00:00,,,
apache/sling-org-apache-sling-adapter-annotations-it,,,,,
apache/sling-org-apache-sling-feature-apiregions,org.apache.sling.feature.apiregions-1.1.8,2021-06-02 10:05:31+00:00,,,
apache/sling-org-apache-sling-crankstart-launcher,org.apache.sling.crankstart.launcher-1.0.0,2014-09-01 15:02:25+00:00,,,
apache/sling-maven-jcrocm-plugin,maven-jcrocm-plugin-2.0.4-incubator,2009-06-18 09:21:02+00:00,,,
apache/sling-org-apache-sling-repoinit-it,,,,,
apache/sling-org-apache-sling-graphql-core,org.apache.sling.graphql.core-0.0.12,2021-07-08 17:47:25+00:00,,,
apache/sling-feature-converter-maven-plugin,sling-feature-converter-maven-plugin-1.0.12,2021-01-12 10:49:55+00:00,,,
apache/sling-content-package-archetype,,,,,
apache/sling-org-apache-sling-urlrewriter,org.apache.sling.urlrewriter-0.0.2,2015-02-24 14:23:48+00:00,,,
apache/sling-org-apache-sling-serviceusermapper,org.apache.sling.serviceusermapper-1.5.4,2021-04-29 10:38:39+00:00,,,
apache/sling-org-apache-sling-tracer,org.apache.sling.tracer-1.0.6,2018-01-03 11:16:03+00:00,,,
apache/sling-org-apache-sling-serviceuser-webconsole,org.apache.sling.serviceuser.webconsole-1.0.2,2019-04-26 20:11:59+00:00,,,
apache/sling-org-apache-sling-tooling-support-source,org.apache.sling.tooling.support.source-1.0.4,2017-06-02 21:42:04+00:00,,,
apache/sling-org-apache-sling-tooling-support-install,org.apache.sling.tooling.support.install-1.0.6,2019-09-05 10:15:34+00:00,,,
apache/sling-org-apache-sling-scripting-xproc,,,,,
apache/sling-org-apache-sling-thumbnails,org.apache.sling.thumbnails-1.0.0,2021-08-24 12:14:17+00:00,,,
apache/sling-org-apache-sling-scripting-thymeleaf,org.apache.sling.scripting.thymeleaf-2.0.2,2019-09-27 05:51:19+00:00,,,
apache/sling-org-apache-sling-scripting-spi,org.apache.sling.scripting.spi-1.0.4,2021-07-15 17:02:48+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-testing-content,org.apache.sling.scripting.sightly.testing-content-1.0.30-1.4.0,2021-08-08 01:07:27+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-runtime,org.apache.sling.scripting.sightly.runtime-1.2.6-1.4.0,2021-08-03 18:31:25+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-testing,org.apache.sling.scripting.sightly.testing-1.0.30-1.4.0,2021-05-07 09:40:16+00:00,,,
apache/sling-org-apache-sling-testing-serversetup,org.apache.sling.testing.serversetup-1.0.4,2020-10-11 22:35:56+00:00,,,
apache/sling-org-apache-sling-testing-rules,org.apache.sling.testing.rules-2.0.0,2020-04-06 13:08:59+00:00,,,
apache/sling-org-apache-sling-testing-paxexam,org.apache.sling.testing.paxexam-3.1.0,2019-08-30 20:16:10+00:00,,,
apache/sling-org-apache-sling-testing-logging-mock,org.apache.sling.testing.logging-mock-2.0.0,2016-09-14 21:23:46+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-js-provider,org.apache.sling.scripting.sightly.js.provider-1.2.6,2020-08-21 10:56:28+00:00,,,
apache/sling-tooling-release,,,,,
apache/sling-tooling-scm,org.apache.sling.performance.base-1.0.2,2015-03-23 20:37:01+00:00,,,
apache/sling-org-apache-sling-testing-hamcrest,org.apache.sling.testing.hamcrest-1.0.2,2017-01-04 11:04:11+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-compiler-java,org.apache.sling.scripting.sightly.compiler.java-1.2.2-1.4.0,2020-09-25 18:00:05+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-compiler,org.apache.sling.scripting.sightly.compiler-1.2.14-1.4.0,2021-08-03 18:26:09+00:00,,,
apache/sling-tooling-jenkins,org.apache.sling.performance.base-1.0.2,2015-03-23 20:37:01+00:00,,,
apache/sling-org-apache-sling-testing-email,org.apache.sling.testing.email-1.0.0,2017-06-15 13:02:12+00:00,,,
apache/sling-org-apache-sling-scripting-jsp-taglib-compat,org.apache.sling.scripting.jsp.taglib.compat-1.0.0,2019-02-14 08:46:36+00:00,,,
apache/sling-slingstart-archetype,sling-slingstart-archetype-1.0.8,2018-10-19 15:34:02+00:00,,,
apache/sling-org-apache-sling-tenant,org.apache.sling.tenant-1.1.6,2022-02-09 05:48:25+00:00,,,
apache/sling-org-apache-sling-scripting-jsp-taglib,org.apache.sling.scripting.jsp.taglib-2.4.0,2019-02-14 08:48:06+00:00,,,
apache/sling-org-apache-sling-scripting-jsp-jstl,,,,,
apache/sling-org-apache-sling-scripting-jsp,org.apache.sling.scripting.jsp-2.5.4,2021-07-08 13:53:45+00:00,,,
apache/sling-org-apache-sling-scripting-jsp-api,org.apache.sling.scripting.jsp-api-1.0.2,2019-12-09 12:48:46+00:00,,,
apache/sling-org-apache-sling-starter-docker,11,2018-10-23 12:15:26+00:00,,,
apache/sling-org-apache-sling-jobs,org.apache.sling.jobs-1.0.0,2016-10-05 10:05:53+00:00,,,
apache/sling-org-apache-sling-scripting-javascript,org.apache.sling.scripting.javascript-3.1.4,2020-10-15 18:32:50+00:00,,,
apache/sling-project-archetype,sling-project-archetype-1.0.4,2020-05-10 20:43:27+00:00,,,
apache/sling-org-apache-sling-scripting-java,org.apache.sling.scripting.java-2.1.6,2021-06-02 16:12:45+00:00,,,
apache/sling-org-apache-sling-jmx-provider,org.apache.sling.jmx.provider-1.0.2,2014-03-20 00:03:15+00:00,,,
apache/sling-org-apache-sling-scripting-console,org.apache.sling.scripting.console-1.0.0,2013-02-27 10:08:23+00:00,,,
apache/sling-org-apache-sling-scripting-groovy,org.apache.sling.scripting.groovy-1.2.0,2020-03-31 13:38:09+00:00,,,
apache/sling-org-apache-sling-scripting-freemarker,org.apache.sling.scripting.freemarker-1.0.4,2020-10-03 13:34:13+00:00,,,
apache/sling-org-apache-sling-jms,org.apache.sling.jms-1.0.0,2016-10-05 10:03:27+00:00,,,
apache/sling-org-apache-sling-scripting-esx,,,,,
apache/sling-org-apache-sling-installer-factory-subsystems-base,,,,,
apache/sling-org-apache-sling-distribution-it,org.apache.sling.distribution.it-0.1.2,2016-02-04 13:20:55+00:00,,,
apache/sling-org-apache-sling-jcr-webdav,org.apache.sling.jcr.webdav-2.3.8,2017-02-01 12:33:22+00:00,,,
apache/sling-org-apache-sling-settings,org.apache.sling.settings-1.4.2,2020-11-07 11:53:52+00:00,,,
apache/sling-org-apache-sling-scripting-el-api,org.apache.sling.scripting.el-api-1.0.4,2020-11-24 08:07:30+00:00,,,
apache/sling-org-apache-sling-scripting-api,org.apache.sling.scripting.api-2.2.0,2017-04-28 08:53:55+00:00,,,
apache/sling-org-apache-sling-jcr-webconsole,org.apache.sling.jcr.webconsole-1.1.0,2020-12-01 13:04:03+00:00,,,
apache/sling-org-apache-sling-installer-factory-packages,org.apache.sling.installer.factory.packages-1.0.4,2020-05-08 11:28:47+00:00,,,
apache/sling-org-apache-sling-installer-factory-model,,,,,
apache/sling-org-apache-sling-rewriter,org.apache.sling.rewriter-1.3.0,2021-01-15 02:38:30+00:00,,,
apache/sling-org-apache-sling-distribution-avro-serializer,,,,,
apache/sling-org-apache-sling-auth-xing-oauth,org.apache.sling.auth.xing.oauth-0.0.2,2014-07-08 14:50:57+00:00,,,
apache/sling-org-apache-sling-distribution-api,org.apache.sling.distribution.api-0.5.0,2021-06-16 16:43:48+00:00,,,
apache/sling-org-apache-sling-auth-xing-login,org.apache.sling.auth.xing.login-0.0.2,2014-07-08 14:40:11+00:00,,,
apache/sling-org-apache-sling-installer-factory-deploymentpackage,,,,,
apache/sling-org-apache-sling-resourcemerger,org.apache.sling.resourcemerger-1.4.0,2021-03-10 09:07:10+00:00,,,
apache/sling-org-apache-sling-auth-xing-api,org.apache.sling.auth.xing.api-0.0.2,2014-07-08 14:19:09+00:00,,,
apache/sling-org-apache-sling-discovery-support,org.apache.sling.discovery.support-1.0.6,2020-08-13 13:09:23+00:00,,,
apache/sling-org-apache-sling-installer-factory-configuration,org.apache.sling.installer.factory.configuration-1.4.2,2021-09-05 07:44:49+00:00,,,
apache/sling-org-apache-sling-installer-core,org.apache.sling.installer.core-3.12.0,2021-08-06 09:01:32+00:00,,,
apache/sling-org-apache-sling-commons-html,org.apache.sling.commons.html-1.1.0,2019-01-17 17:37:17+00:00,,,
apache/sling-org-apache-sling-jcr-repoinit,org.apache.sling.jcr.repoinit-1.1.36,2021-06-16 12:06:28+00:00,,,
apache/sling-org-apache-sling-jcr-repository-it-resource-versioning,,,,,
apache/sling-org-apache-sling-discovery-oak,org.apache.sling.discovery.oak-1.2.34,2021-06-03 15:20:37+00:00,,,
apache/sling-org-apache-sling-installer-console,org.apache.sling.installer.console-1.1.0,2020-02-21 08:32:27+00:00,,,
apache/sling-org-apache-sling-resourcecollection,org.apache.sling.resourcecollection-1.0.2,2019-02-22 16:47:09+00:00,,,
apache/sling-org-apache-sling-jcr-registration,org.apache.sling.jcr.registration-1.0.6,2018-08-06 12:27:25+00:00,,,
apache/sling-org-apache-sling-discovery-impl,org.apache.sling.discovery.impl-1.2.12,2017-05-08 10:05:59+00:00,,,
apache/sling-org-apache-sling-commons-fsclassloader,org.apache.sling.commons.fsclassloader-1.0.14,2020-07-15 10:37:00+00:00,,,
apache/sling-org-apache-sling-auth-form,org.apache.sling.auth.form-1.0.24,2021-06-09 00:40:45+00:00,,,
apache/sling-org-apache-sling-jcr-presence,,,,,
apache/sling-org-apache-sling-auth-core,org.apache.sling.auth.core-1.5.6,2021-07-15 17:37:51+00:00,,,
apache/sling-org-apache-sling-jcr-packageinit,org.apache.sling.jcr.packageinit-1.0.4,2021-06-08 08:46:43+00:00,,,
apache/sling-org-apache-sling-launchpad-test-fragment,org.apache.sling.launchpad.test-fragment-2.0.16,2018-10-19 15:08:54+00:00,,,
apache/sling-org-apache-sling-resourceaccesssecurity-it,,,,,
apache/sling-org-apache-sling-resourcebuilder,org.apache.sling.resourcebuilder-1.0.4,2018-08-18 12:29:47+00:00,,,
apache/sling-org-apache-sling-hc-webconsole,org.apache.sling.hc.webconsole-2.0.0,2019-08-22 17:22:59+00:00,,,
apache/sling-org-apache-sling-discovery-commons,org.apache.sling.discovery.commons-1.0.24,2021-06-03 15:08:41+00:00,,,
apache/sling-org-apache-sling-commons-contentdetection,org.apache.sling.commons.contentdetection-1.0.4,2020-03-05 13:16:32+00:00,,,
apache/sling-org-apache-sling-jcr-maintenance,org.apache.sling.jcr.maintenance-1.0.2,2021-04-15 18:13:39+00:00,,,
apache/sling-org-apache-sling-launchpad-startupmanager,org.apache.sling.launchpad.startupmanager-1.0.0,2020-03-18 13:16:56+00:00,,,
apache/sling-org-apache-sling-launchpad-integration-tests,org.apache.sling.launchpad.integration-tests-1.0.10,2019-06-17 13:05:28+00:00,,,
apache/sling-org-apache-sling-jcr-oak-server,org.apache.sling.jcr.oak.server-1.2.10,2020-10-21 17:26:15+00:00,,,
apache/sling-org-apache-sling-discovery-base,org.apache.sling.discovery.base-2.0.10,2021-06-03 15:13:29+00:00,,,
apache/sling-org-apache-sling-resource-presence,org.apache.sling.resource.presence-0.0.2,2017-03-17 13:34:57+00:00,,,
apache/sling-org-apache-sling-hc-support,org.apache.sling.hc.support-1.0.6,2019-04-05 21:52:06+00:00,,,
apache/sling-org-apache-sling-discovery-api,org.apache.sling.discovery.api-1.0.4,2016-04-25 09:15:55+00:00,,,
apache/sling-org-apache-sling-commons-compiler,org.apache.sling.commons.compiler-2.4.0,2020-06-18 15:07:21+00:00,,,
apache/sling-org-apache-sling-launchpad-installer,org.apache.sling.launchpad.installer-1.2.2,2015-01-08 08:31:18+00:00,,,
apache/sling-org-apache-sling-launchpad-contrib-testing,,,,,
apache/sling-org-apache-sling-jcr-js-nodetypes,,,,,
apache/sling-org-apache-sling-resource-inventory,org.apache.sling.resource.inventory-1.0.8,2017-06-02 20:22:27+00:00,,,
apache/sling-org-apache-sling-datasource,org.apache.sling.datasource-1.0.4,2019-02-20 10:29:37+00:00,,,
apache/sling-org-apache-sling-hc-samples,org.apache.sling.hc.samples-1.0.6,2014-09-01 11:22:53+00:00,,,
apache/sling-org-apache-sling-hc-junit-bridge,org.apache.sling.hc.junit.bridge-1.0.2,2014-09-01 11:19:25+00:00,,,
apache/sling-org-apache-sling-commons-classloader,org.apache.sling.commons.classloader-1.4.4,2018-12-02 13:16:41+00:00,,,
apache/sling-org-apache-sling-resource-filter,org.apache.sling.resource.filter-1.0.0,2018-09-04 16:07:52+00:00,,,
apache/sling-org-apache-sling-jcr-jcr-wrapper,org.apache.sling.jcr.jcr-wrapper-2.0.0,2012-10-25 09:45:08+00:00,,,
apache/sling-org-apache-sling-extensions-webconsolesecurityprovider,org.apache.sling.extensions.webconsolesecurityprovider-1.2.4,2019-08-16 12:00:24+00:00,,,
apache/sling-org-apache-sling-hc-it,org.apache.sling.hc.it-1.0.4,2013-09-26 15:08:55+00:00,,,
apache/sling-org-apache-sling-commons-cache-portal,,,,,
apache/sling-org-apache-sling-jcr-jackrabbit-base,,,,,
apache/sling-org-apache-sling-extensions-webconsolebranding,org.apache.sling.extensions.webconsolebranding-1.0.2,2017-05-18 13:24:31+00:00,,,
apache/sling-org-apache-sling-hc-core,org.apache.sling.hc.core-2.0.0,2019-08-22 17:21:38+00:00,,,
apache/sling-org-apache-sling-featureflags,org.apache.sling.featureflags-1.2.2,2017-11-28 19:59:47+00:00,,,
apache/sling-org-apache-sling-contentparser-xml,org.apache.sling.contentparser.xml-2.0.0,2019-07-24 14:19:43+00:00,,,
apache/sling-launchpad-webapp-archetype,sling-launchpad-webapp-archetype-1.0.0,2011-05-06 18:57:53+00:00,,,
apache/sling-org-apache-sling-launchpad-api,org.apache.sling.launchpad.api-1.2.0,2015-06-24 13:58:11+00:00,,,
apache/sling-org-apache-sling-extensions-slf4j-mdc,org.apache.sling.extensions.slf4j.mdc-1.0.0,2014-05-15 06:55:37+00:00,,,
apache/sling-org-apache-sling-jcr-jackrabbit-accessmanager,org.apache.sling.jcr.jackrabbit.accessmanager-3.0.10,2021-06-07 17:05:04+00:00,,,
apache/sling-org-apache-sling-hc-api,org.apache.sling.hc.api-1.0.4,2019-04-05 21:47:21+00:00,,,
apache/sling-org-apache-sling-contentparser-testutils,org.apache.sling.contentparser.testutils-2.0.0,2019-07-24 14:15:48+00:00,,,
apache/sling-launchpad-standalone-archetype,sling-launchpad-standalone-archetype-1.0.0,2011-05-06 18:45:40+00:00,,,
apache/sling-org-apache-sling-commons-cache-ehcache,,,,,
apache/sling-org-apache-sling-hc-annotations,org.apache.sling.hc.annotations-1.0.6,2017-11-16 11:48:34+00:00,,,
apache/sling-org-apache-sling-contentparser-json,org.apache.sling.contentparser.json-2.0.0,2019-07-24 14:17:45+00:00,,,
apache/sling-org-apache-sling-jcr-filetransfer,,,,,
apache/sling-org-apache-sling-provisioning-model,org.apache.sling.provisioning.model-1.8.6,2020-04-06 12:12:30+00:00,,,
apache/sling-org-apache-sling-query,org.apache.sling.query-4.0.2,2018-04-30 15:13:36+00:00,,,
apache/sling-org-apache-sling-extensions-classloader-leak-detector,org.apache.sling.extensions.classloader-leak-detector-1.0.0,2014-05-15 06:03:00+00:00,,,
apache/sling-org-apache-sling-hapi-samplecontent,,,,,
apache/sling-org-apache-sling-hapi-client,org.apache.sling.hapi.client-1.0.0,2016-08-10 14:52:28+00:00,,,
apache/sling-org-apache-sling-jcr-davex,org.apache.sling.jcr.davex-1.3.10,2017-11-16 12:03:00+00:00,,,
apache/sling-org-apache-sling-contentparser-api,org.apache.sling.contentparser.api-2.0.0,2019-07-24 14:13:59+00:00,,,
apache/sling-org-apache-sling-cassandra,,,,,
apache/sling-org-apache-sling-connection-timeout-agent,org.apache.sling.connection-timeout-agent-1.0.2,2020-02-18 10:40:03+00:00,,,
apache/sling-org-apache-sling-capabilities-jcr,org.apache.sling.capabilities.jcr-0.1.2,2018-12-13 10:21:55+00:00,,,
apache/sling-org-apache-sling-hapi,org.apache.sling.hapi-1.1.0,2017-11-07 13:44:44+00:00,,,
apache/sling-org-apache-sling-jcr-contentparser,org.apache.sling.jcr.contentparser-1.2.8,2019-08-05 08:47:11+00:00,,,
apache/sling-org-apache-sling-event-api,org.apache.sling.event.api-1.0.0,2017-04-12 08:23:17+00:00,,,
apache/sling-org-apache-sling-capabilities,org.apache.sling.capabilities-0.1.2,2018-12-13 10:18:05+00:00,,,
apache/sling-org-apache-sling-performance,org.apache.sling.performance.base-1.0.2,2015-03-23 20:37:01+00:00,,,
apache/sling-ide-tooling,sling-ide-tooling-1.2.2,2018-02-26 20:57:32+00:00,,,
apache/sling-initial-content-archetype,sling-initial-content-archetype-1.0.6,2018-01-19 16:14:50+00:00,,,
apache/sling-jcrinstall-bundle-archetype,sling-jcrinstall-bundle-archetype-1.0.6,2018-01-19 16:13:07+00:00,,,
