name_with_owner,name,date,release_date,release_name,release_url
apache/httpd-mod_fcgid,2.3.9,2013-10-04 21:00:42+00:00,,,
apache/juneau-website,,,,,
apache/beam-wheels,,,,,
apache/infrastructure-mailstats,,,,,
apache/incubator-mxnet-examples,,,,,
apache/shardingsphere-acceptance-test,,,,,
apache/ant-antlibs-props,,,,,
apache/ant-antlibs-vss,PRE_PROMOTION,2010-09-01 23:41:17+00:00,,,
apache/ant-antlibs-common,antunit_11,2008-08-27 04:02:34+00:00,,,
apache/aries-antora-ui,,,,,
apache/infrastructure-quota-agent,,,,,
apache/incubator-toree-website,,,,,
apache/infrastructure-uninstaller,,,,,
apache/airavata-mft-portal,,,,,
apache/foundation-site,,,,,
apache/openwebbeans-peeco,,,,,
apache/logging-log4j-audit-site,,,,,
apache/servicemix-website,,,,,
apache/axis-axis2-c-core,release-M0.1,2010-11-05 09:20:03+00:00,,,
apache/incubator-retired-tamaya-site,,,,,
apache/geronimo-health,geronimo-health-parent-2.0.0,2020-09-15 12:03:38+00:00,,,
apache/couchdb-admin,,,,,
apache/opennlp-sandbox,,,,,
apache/opennlp-addons,,,,,
apache/struts-archetypes,STRUTS_ARCHETYPES_2_5_22,2020-06-04 06:44:36+00:00,,,
apache/xalan-site,,,,,
apache/shardingsphere-elasticjob-doc,,,,,
apache/cordova-contribute,,,,,
apache/infrastructure-testapp,,,,,
apache/geronimo-opentracing,geronimo-opentracing-parent-1.0.2,2019-02-25 07:42:59+00:00,,,
apache/cordova-mobile-spec,3.6.3,2014-09-12 20:16:22+00:00,,,
apache/infrastructure-gnomebot,,,,,
apache/infrastructure-gitbox-reposyncer,,,,,
apache/infrastructure-flup-auth,,,,,
apache/airflow-client-java,,,,,
apache/airflow-client-javascript,,,,,
apache/incubator-retired-tamaya-extensions,release-0.4-incubating,2019-09-25 10:51:37+00:00,,,
apache/nifi-container,,,,,
apache/puppet-postfix,0.3.3,2014-05-12 16:25:57+00:00,,,
apache/openwebbeans-meecrowave-examples,,,,,
apache/cxf-build-utils,cxf-build-utils-3.4.4,2020-01-10 16:59:53+00:00,,,
apache/ignite-web-console,,,,,
apache/vcl-site,,,,,
apache/incubator-pagespeed-drp,,,,,
apache/puppet-module-ssh,v3.61.0,2019-05-01 13:55:32+00:00,,,
apache/impala-udf-samples,,,,,
apache/geronimo-safeguard,safeguard-parent-1.2.1,2019-02-25 08:20:40+00:00,,,
apache/axis-axis1-site-src,,,,,
apache/trafodion-site,,,,,
apache/fineract-cn-postgresql,,,,,
apache/maven-metric-extension,,,,,
apache/fineract-cn-notifications,0.0.1-M.1,2019-09-02 00:31:40+00:00,,,
apache/incubator-taverna-databundle-viewer,apache-retire-2020-03-12,2019-01-17 22:54:54+00:00,,,
apache/incubator-taverna-mobile,1.0-incubating-RC2,2019-04-03 10:19:23+00:00,2019-03-26 19:26:54+00:00,Taverna Mobile incubating v1.0 Release Candidate 1,https://github.com/apache/incubator-taverna-mobile/releases/tag/1.0-incubating-RC1
apache/incubator-taverna-commandline,apache-retire-2020-03-12,2019-01-17 23:14:53+00:00,,,
apache/incubator-taverna-workbench,apache-retire-2020-03-12,2019-05-22 10:23:51+00:00,,,
apache/incubator-taverna-workbench-product,apache-retire-2020-03-12,2019-05-22 10:15:58+00:00,,,
apache/incubator-taverna-workbench-common-activities,apache-retire-2020-03-12,2019-03-25 18:26:29+00:00,,,
apache/incubator-taverna-server,apache-retire-2020-03-12,2019-01-17 23:17:45+00:00,,,
apache/incubator-taverna-osgi,apache-retire-2020-03-12,2019-03-26 10:18:43+00:00,,,
apache/incubator-taverna-plugin-gis,apache-retire-2020-03-12,2019-03-25 18:29:42+00:00,,,
apache/incubator-taverna-language,apache-retire-2020-03-12,2019-09-07 00:25:19+00:00,,,
apache/incubator-taverna-maven-parent,apache-retire-2020-03-12,2019-05-22 10:15:27+00:00,,,
apache/twill,v0.14.0,2020-01-21 21:38:56+00:00,,,
apache/incubator-sdap-ningesterpy,,,,,
apache/incubator-sdap-ningester,,,,,
apache/any23-server,,,,,
apache/axis-axis1-c,,,,,
apache/pinot-docs,,,,,
apache/comdev-wwwsite,,,,,
apache/uima-as_old,uima-as-2.10.3,2018-03-16 17:50:04+00:00,,,
apache/axis-axis2-java-kandula,,,,,
apache/axis-axis2-java-sandesha,v1.6.2,2012-04-30 07:38:20+00:00,,,
apache/axis-axis2-java-savan,,,,,
apache/axis-axis2-java-transports,v1.6.0,2011-06-01 11:48:40+00:00,,,
apache/axis-axis2-c-rampart,1_3_0,2010-02-13 06:33:16+00:00,,,
apache/axis-axis2-c-sandesha,0.91-4,2013-04-29 17:30:44+00:00,,,
apache/axis-axis2-c-savan,0.90-8,2010-02-13 06:39:53+00:00,,,
apache/couchdb-couch-dbupdates,,,,,
apache/asterixdb-hyracks,apache-asterixdb-hyracks-0.2.17-incubating,2016-02-10 22:55:31+00:00,,,
apache/struts1,STRUTS_1_3_10,2008-11-30 07:23:32+00:00,,,
apache/incubator-optiq-csv,optiq-csv-0.3,2014-03-21 23:15:41+00:00,,,
apache/incubator-optiq-linq4j,linq4j-0.4,2014-05-28 20:30:51+00:00,,,
apache/myfaces-html5,gsoc_final,2011-03-10 21:27:30+00:00,,,
apache/myfaces-extcdi,extcdi-1.0.6,2014-02-28 11:40:29+00:00,,,
apache/incubator-sdap-mudrod,,,,,
apache/myfaces-extval,extval-2.0.8,2014-05-26 17:58:32+00:00,,,
apache/servicemix4-bundles,org.apache.servicemix.bundles.swagger-jaxrs-1.3.12_1,2015-02-04 12:20:28+00:00,,,
apache/tuscany-das,1.0-incubator-M2,2009-11-02 22:23:40+00:00,,,
apache/maven-2,maven-2.2.1,2009-08-06 19:11:04+00:00,,,
apache/struts-annotations,STRUTS_ANNOTATIONS_1_0_7,2020-02-17 20:05:40+00:00,,,
apache/incubator-atlas,release-0.8-rc1,2017-03-08 07:44:22+00:00,,,
apache/incubator-brooklyn,apache-brooklyn-0.8.0-incubating,2015-09-04 13:33:52+00:00,,,
apache/marmotta,3.4.0,2018-06-12 11:27:17+00:00,,,
apache/aries-journaled-events,,,,,
apache/arrow-dist,,,,,
apache/archiva-redback-components-parent,,,,,
apache/commons-skin,commons-skin-4.2,2019-11-20 14:36:13+00:00,,,
apache/archiva-redback-site,,,,,
apache/incubator-sdap-edge,,,,,
apache/rocketmq-ons,ons-parent-1.0.0,2019-07-12 03:08:24+00:00,,,
apache/incubator-milagro-dta,Alpha1,2019-09-27 08:51:58+00:00,,,
apache/aurora-packaging,,,,,
apache/couchdb-ken,1.0.6,2019-10-21 17:57:51+00:00,2019-02-25 21:57:24+00:00,1.0.3,https://github.com/apache/couchdb-ken/releases/tag/1.0.3
apache/couchdb-smoosh,1.0.1,2019-02-25 20:20:27+00:00,,,
apache/archiva-redback-components-modello-plugins,,,,,
apache/maven-doxia-tools,doxia-tools-3,2014-06-30 20:11:44+00:00,,,
apache/incubator-retired-tamaya-sandbox,vote-0.4-incubating-02,2019-08-25 12:34:40+00:00,,,
apache/aurora-website,,,,,
apache/struts-master,STRUTS_MASTER_14,2020-01-09 07:27:18+00:00,,,
apache/xerces-c-admin,,,,,
apache/isis-app-todoapp,,,,,
apache/isis-app-neoapp,,,,,
apache/isis-app-kitchensink,,,,,
apache/ant-ivyde,2.3.0-rc1,2018-06-25 04:37:17+00:00,,,
apache/incubator-twill,v0.7.0-incubating,2016-01-11 18:17:37+00:00,,,
apache/mina-asyncweb,,,,,
apache/servicemix5,servicemix-5.0.0,2014-03-17 13:15:24+00:00,,,
apache/pluto,pluto-2.1.0-M3,2012-08-24 20:46:47+00:00,,,
apache/servicemix3,servicemix-3.4.1,2012-07-02 11:56:04+00:00,,,
apache/servicemix4-kernel,kernel-1.1.0,2009-03-13 12:17:10+00:00,,,
apache/geronimo,geronimo-3.0.1,2013-05-23 01:11:10+00:00,,,
apache/dubbo-sentinel-support,,,,,
apache/rocketmq-ons-cpp,,,,,
apache/rocketmq-remoting,,,,,
apache/incubator-retired-zipkin-website,,,,,
apache/ws-woden,,,,,
apache/tiles-autotag,tiles-autotag-1.2,2016-07-16 08:17:31+00:00,,,
apache/uima-ducc,cloud-ducc-0.1,2019-08-06 15:34:54+00:00,,,
apache/incubator-batchee,batchee-0.5-incubating,2017-12-01 20:52:16+00:00,,,
apache/apache.github.io,,,,,
apache/any23-plugins,,,,,
apache/archiva-redback-components-expression-evaluator,,,,,
apache/archiva-redback-components-spring-apacheds,,,,,
apache/archiva-redback-components-spring-registry,,,,,
apache/archiva-redback-components-spring-cache,,,,,
apache/archiva-redback-components-spring-taskqueue,,,,,
apache/archiva-redback-components-spring-quartz,,,,,
apache/maven-osgi,,,,,
apache/chemistry-cmislib,chemistry-cmislib-0.6.0,2017-08-31 14:40:11+00:00,,,
apache/comdev-projects,,,,,
apache/comdev-reporter,as-deployed-2015-07-07,2015-07-07 00:15:04+00:00,,,
apache/infrastructure-staging-test,,,,,
apache/incubator-weex-android-compatible,,,,,
apache/groovy-user-site,,,,,
apache/xalan-java,xalan-j_2_7_2,2015-08-11 17:22:56+00:00,,,
apache/servicemix-documentation,,,,,
apache/servicemix-pom,servicemix-pom-5,2010-10-29 08:30:14+00:00,,,
apache/jackrabbit-ocm,jackrabbit-ocm-2.0.0,2012-07-06 11:16:17+00:00,,,
apache/archiva-redback-components-spring-utils,,,,,
apache/archiva-redback-components-site,,,,,
apache/archiva-redback-components-redback-features,,,,,
apache/continuum,continuum-1.4.3,2015-02-03 21:02:46+00:00,,,
apache/servicemix4-features,features-4.5.3,2013-10-15 09:24:58+00:00,,,
apache/incubator-sentry,release-1.6.0-rc0,2015-09-06 07:57:49+00:00,,,
apache/manifoldcf-integration-solr-3.x,release-2.2-RC0,2015-07-20 14:42:46+00:00,,,
apache/struts-sandbox,STRUTS_1_2_9,2006-03-09 15:08:26+00:00,,,
apache/servicemix4-nmr,nmr-parent-1.6.1,2013-07-17 05:20:59+00:00,,,
apache/maven-sandbox,mae-1.0-alpha-1,2011-10-26 21:20:55+00:00,,,
apache/manifoldcf-integration-solr-4.x,release-2.2-RC0,2015-07-20 14:41:27+00:00,,,
apache/servicemix-utils,servicemix-utils-1.6.0,2013-01-15 20:00:13+00:00,,,
apache/directmemory,directmemory-0.2,2013-09-11 11:42:26+00:00,,,
apache/tapestry4,4.1.6-final-corrected,2008-11-14 13:00:23+00:00,,,
apache/uima-addons,ConceptMapper-2.10.2,2018-04-19 15:47:34+00:00,,,
apache/openwhisk-deploy-openshift,,,,,
apache/asf-infra-transfer-test,,,,,
apache/ant-antlibs-dotnet,rel/1.1,,,,
apache/ant-antlibs-compress,rel/1.5,,,,
apache/infrastructure-relaytest,,,,,
apache/predictionio-template-recommender,v0.14.0,2019-03-12 12:49:26+00:00,,,
apache/predictionio-template-ecom-recommender,v0.14.0,2019-03-12 13:41:36+00:00,,,
apache/infratest,,,,,
apache/metamodel-membrane,Membrane-parent-0.1,2017-11-10 02:51:23+00:00,,,
apache/incubator-taverna-site,,,,,
apache/maven-ant-plugin,maven-ant-plugin-2.4,2014-12-15 22:49:10+00:00,,,
apache/uima-build,parent-pom-13,2019-06-07 15:12:33+00:00,,,
apache/predictionio-template-text-classifier,v6.0,2017-05-04 18:24:55+00:00,2015-10-25 13:33:46+00:00,Text Classification Engine,https://github.com/apache/predictionio-template-text-classifier/releases/tag/3.0
apache/maven-downloader,maven-downloader-1.1,2006-12-12 02:51:27+00:00,,,
apache/maven-shared,maven-reporting-exec-1.4,2017-10-12 23:54:22+00:00,,,
apache/diversity-research,,,,,
apache/tomee-site,,,,,
apache/aries-site,,,,,
apache/infrastructure-ci-specs,,,,,
apache/puppet-etherpad_lite,,,,,
apache/maven-repository-builder-retired,maven-repository-builder-1.0,2014-11-10 20:19:23+00:00,,,
apache/httpasyncclient,4.1.4,2018-07-23 10:01:45+00:00,,,
apache/maven-runtime,maven-runtime-1.0-alpha-3,2012-05-22 12:15:18+00:00,,,
apache/onami,org.apache.onami.persist-1.0.0,2014-07-15 05:45:36+00:00,,,
apache/tuscany-js,,,,,
apache/incubator-retired-cmda,,,,,
apache/sling-org-apache-sling-feature-applicationbuilder,,,,,
apache/sling-org-apache-sling-bnd-plugins,org.apache.sling.bnd.plugins-0.0.2,2019-01-21 20:24:51+00:00,,,
apache/comdev-helpwanted,,,,,
apache/karaf-jclouds-cli,rel/jclouds-cli-2.1.2,2019-02-03 00:01:53+00:00,,,
apache/karaf-jclouds,rel/jclouds-karaf-2.1.2,2019-02-03 00:01:00+00:00,,,
apache/cordova-plugin-legacy-whitelist,1.1.2,2016-12-08 00:39:46+00:00,,,
apache/couchdb-triq,v1.3.0,2018-09-19 17:47:49+00:00,,,
apache/puppet-fail2ban,,,,,
apache/maven-resources,apache-source-release-assembly-descriptor-1.0.6,2016-05-02 23:42:26+00:00,,,
apache/bloodhound,0.8,2017-12-13 22:03:30+00:00,,,
apache/aries-tx-control,tx-control-1.0.1,2019-02-21 14:51:45+00:00,,,
apache/logging-log4j-audit-sample,,,,,
apache/rocketmq-v6,,,,,
apache/rampart,v1.7.1,2017-07-30 22:32:38+00:00,,,
apache/predictionio-site,,,,,
apache/jclouds-examples,,,,,
apache/tuscany-sca-1.x,1.6.1-TUSCANY-3909,2011-08-03 09:20:48+00:00,,,
apache/universal-wiki-converter,,,,,
apache/wookie,1.0.0,2014-02-11 14:09:27+00:00,,,
apache/manifoldcf-integration-elasticsearch,release-2.1-RC1,2015-07-21 00:51:12+00:00,,,
apache/hawq-docs,release/2.0.0.0-incubating,2016-10-06 16:42:38+00:00,,,
apache/incubator-retired-quickstep-site,,,,,
apache/incubator-retired-slider,release-0.90.2-incubating-rc0,2015-12-21 22:42:51+00:00,,,
apache/tomee-site-ng,vG1M3,2013-01-14 05:01:52+00:00,,,
apache/cloudstack-docs-install,4.8.0,2016-02-17 01:51:03+00:00,,,
apache/myfaces-test,myfaces-test-project-1.0.8,2017-05-26 04:12:04+00:00,,,
apache/ant-easyant-core,0.9-incubating,2013-03-23 13:54:47+00:00,,,
apache/ignite-abbrev-plugin,,,,,
apache/dubbo-async-processor,,,,,
apache/mynewt-nffs,,,,,
apache/jclouds-labs-google,rel/jclouds-labs-google-2.0.3,2017-11-25 21:48:05+00:00,,,
apache/jclouds-chef,jclouds-chef-1.8.1,,,,
apache/flex-radii8,,,,,
apache/flex-site-ng,,,,,
apache/puppet-datadog-agent,1.7.0,2018-08-13 15:15:01+00:00,,,
apache/clerezza-contribs,,,,,
apache/juddi-scout,scout-1.2.8,2018-12-05 19:50:16+00:00,,,
apache/maven-pom-retired,maven-parent-30,2016-05-23 19:57:51+00:00,,,
apache/ant-antlibs-svn,,,,,
apache/manifoldcf-integration-sharepoint-2007,release-0.5,2013-10-10 20:59:15+00:00,,,
apache/couchdb-couch-replicator,,,,,
apache/flex-flexunit,apache-flexunit-4.2.0,2014-04-09 21:57:55+00:00,,,
apache/couchdb-mem3,,,,,
apache/click,clickide-2.3.0.0,2011-03-29 05:59:07+00:00,,,
apache/apreq,v2_13,2010-12-02 17:57:21+00:00,,,
apache/incubator-retired-s4,0.6.0-Final,2013-05-05 08:55:37+00:00,,,
apache/incubator-retired-hdt,hdt-release-0.0.2.incubating-RC1,2014-07-20 05:33:45+00:00,,,
apache/couchdb-couch-mrview,,,,,
apache/couchdb-couch-index,,,,,
apache/esme,apache-esme-1.3RC2,2011-08-22 11:59:00+00:00,,,
apache/wink,wink-1.4.0,2013-09-16 02:17:42+00:00,,,
apache/openejb,openejb-4.5.1,2012-12-09 13:57:53+00:00,,,
apache/rave,0.23,2013-12-23 21:18:43+00:00,,,
apache/lenya,RELEASE_2_0_4,2011-03-03 17:31:55+00:00,,,
apache/mrunit,release-1.1.0,2014-05-27 23:23:50+00:00,,,
apache/incubator-mxnet-test,v0.10.14,2017-08-02 20:25:06+00:00,2017-08-02 20:25:06+00:00,v0.10.14,https://github.com/apache/incubator-mxnet-test/releases/tag/v0.10.14
apache/incubator-retired-blur,release-0.2.4-incubating-rc1,2015-07-02 23:44:14+00:00,,,
apache/couchdb-cassim,,,,,
apache/myfaces-scripting,extscript-root-1.0.6,2017-09-24 22:01:24+00:00,,,
apache/streams-examples,streams-examples-0.5-incubating,2017-03-03 15:44:46+00:00,,,
apache/polygene-website,,,,,
apache/kibble-docker,,,,,
apache/fineract-cn-group-finance,,,,,
apache/forrest,forrest_09_release,2011-02-08 01:15:39+00:00,,,
apache/manifoldcf-integration-solr-6.x,release-2.2,2016-05-13 22:21:38+00:00,,,
apache/incubator-milagro-java,,,,,
apache/couchdb-setup,1.0.1,2017-07-30 21:15:08+00:00,,,
apache/flex-examples,,,,,
apache/gb-test,,,,,
apache/cordova-labs,2.7.0,2013-05-01 20:16:39+00:00,,,
apache/pinot-private,,,,,
apache/skywalking-oal-tool,v6.0.0-alpha,2018-10-29 08:56:27+00:00,,,
apache/incubator-tajo,release-0.2.0,2013-11-01 00:53:28+00:00,,,
apache/incubator-tez,release-0.4.1-incubating,2014-06-26 20:12:02+00:00,,,
apache/incubator-ambari,release-1.4.1,2013-10-17 18:07:10+00:00,,,
apache/chemistry,,,,,
apache/maven-artifact,,,,,
apache/jsecurity,,,,,
apache/tuscany-sca-2.x,2.0.1,2013-10-07 22:23:21+00:00,,,
apache/tashi,APACHE_TASHI_201203,2012-03-07 21:26:02+00:00,,,
apache/attic-test,,,,,
apache/apex-site,,,,,
apache/fineract-cn-docker-scripts,,,,,
apache/dubbo-logo,,,,,
apache/sling-old-svn-mirror,org.apache.sling.scripting.core-2.0.50,2017-10-17 07:46:32+00:00,,,
apache/incubator-warble-node,,,,,
apache/incubator-warble-server,,,,,
apache/incubator-retired-amaterasu-site,,,,,
apache/fineract-cn-stellar-bridge,,,,,
apache/flex-tlf,apache-flex-sdk-14.5.0,2015-12-28 20:13:44+00:00,,,
apache/incubator-pagespeed-debian,upstream/1.11.33.4,2017-01-09 17:28:43+00:00,,,
apache/tcl-websh,3.6.0b5,2009-09-14 16:09:04+00:00,,,
apache/incubator-milagro-mfa-sdk-ios,,,,,
apache/tcl-modtcl,1.0.1,2006-10-12 08:44:23+00:00,,,
apache/manifoldcf-integration-elasticsearch-5.5,,,,,
apache/tcl-moddtcl,initial,2000-09-07 19:49:34+00:00,,,
apache/cloudstack-docs,,,,,
apache/mynewt-lorawan,,,,,
apache/sanselan,sanselan-0.97-incubator,2009-07-06 17:30:32+00:00,,,
apache/maven-doxia-ide,,,,,
apache/maven-skins,maven-fluido-skin-1.6,2016-11-06 11:44:47+00:00,,,
apache/incubator-pagespeed-zlib,,,,,
apache/logging-log4j-plugins,,,,,
apache/commons-testrepo,,,,,
apache/incubator-retired-wave-android,,,,,
apache/incubator-retired-wave-docs,,,,,
apache/incubator-odftoolkit-site,,,,,
apache/couchdb-peruser,1.1.0,2014-12-01 22:17:59+00:00,,,
apache/lucy-clownfish,rel/v0.6.3,2018-02-20 15:33:42+00:00,,,
apache/incubator-retired-edgent-samples,,,,,
apache/couchdb-erlang-bcrypt,1.0.2,2017-09-28 12:53:31+00:00,,,
apache/couchdb-couch-stats,,,,,
apache/tajo-site,,,,,
apache/ode-jacob,,,,,
apache/netbeans-website-cleanup,,,,,
apache/manifoldcf-integration-elasticsearch-1.5,release-2.0.2,2016-05-21 13:49:45+00:00,,,
apache/manifoldcf-integration-elasticsearch-2.0,,,,,
apache/manifoldcf-integration-sharepoint-2013,release-0.1,2014-07-28 12:14:27+00:00,,,
apache/manifoldcf-integration-sharepoint-2016,release-0.1,2017-04-05 11:56:27+00:00,,,
apache/manifoldcf-integration-solr-5.x,release-2.2-RC0,2015-07-20 14:40:33+00:00,,,
apache/manifoldcf-integration-solr-7.x,release-2.2.1-RC0,2018-02-25 22:55:43+00:00,,,
apache/mynewt-nfc,,,,,
apache/incubator-milagro-mfa-sdk-android,,,,,
apache/commons-signing,,,,,
apache/struts-extras,struts2-secure-jakarta-stream-multipart-parser-plugin-1.1,2017-03-22 06:02:21+00:00,,,
apache/couchdb-oauth,,,,,
apache/incubator-streams,,,,,
apache/incubator-streams-master,,,,,
apache/incubator-streams-examples,,,,,
apache/openwhisk-package-template,,,,,
apache/openwhisk-xcode,0.4.0,2016-12-19 21:54:13+00:00,,,
apache/activemq-protobuf,activemq-protobuf-1.1,2010-08-03 12:17:06+00:00,,,
apache/hadoop-downstream-tests,,,,,
apache/openwhisk-package-rss,,,,,
apache/flex-asjs,,,,,
apache/flex-typedefs,,,,,
apache/flex-tourjs,,,,,
apache/flex-falcon,,,,,
apache/aries-containers,,,,,
apache/chemistry-portcmis,chemistry-portcmis-0.3,2017-07-25 11:28:48+00:00,,,
apache/karaf-reactive-components,,,,,
apache/incubator-sdap-doms,,,,,
apache/trafficserver-qa,,,,,
apache/openwhisk-vscode,0.0.5,2016-12-16 21:30:30+00:00,2016-12-16 21:30:30+00:00,Debugger integration,https://github.com/apache/openwhisk-vscode/releases/tag/0.0.5
apache/tiles-request,tiles-request-1.0.7,2017-09-04 09:33:53+00:00,,,
apache/clerezza-rdf-core,commons-reactor-0.2,2015-10-11 12:41:28+00:00,,,
apache/directory-samples,,,,,
apache/dubbo-feature-test,,,,,
apache/incubator-mnemonic,,,,,
apache/pdfbox-testfiles,,,,,
apache/struts-archive,,,,,
apache/couchdb-erlang-tests,,,,,
apache/logging-log4j-boot,,,,,
apache/streams-master,streams-master-0.4.1-incubating,2016-12-18 03:38:23+00:00,,,
apache/mynewt-pkg-pkg,,,,,
apache/incubator-carbondata-site,,,,,
apache/incubator-carbondata,,,,,
apache/incubator-pagespeed-icu,,,,,
apache/lucy-charmonizer,separate-from-lucy,2013-12-28 23:20:15+00:00,,,
apache/incubator-milagro-mfa-sdk-core,,,,,
apache/infrastructure-gitbox-test,,,,,
apache/incubator-retired-openaz-site,,,,,
apache/ant-xooki,,,,,
apache/openwhisk-selfserve-test,,,,,
apache/incubator-mynewt-documentation,,,,,
apache/sirona,sirona-0.5-incubating,2017-04-05 17:22:37+00:00,,,
apache/infrastructure-mergebot-test,,,,,
apache/openwhisk-package-jira,0.1.1,2016-07-02 00:27:29+00:00,2016-06-06 17:34:37+00:00,Initial Release,https://github.com/apache/openwhisk-package-jira/releases/tag/0.1.0
apache/openwhisk-podspecs,,,,,
apache/openwhisk-playground,,,,,
apache/incubator-retired-gearpump-site,,,,,
apache/openwhisk-sample-matos,,,,,
apache/opennlp-corpus,,,,,
apache/incubator-retired-horn-site,,,,,
apache/chemistry-objectivecmis,chemistry-objectivecmis-0.6,2017-07-31 10:32:28+00:00,,,
apache/ant-easyant-buildtypes,0.9-incubating,2013-03-23 13:54:23+00:00,,,
apache/ant-easyant-easyant4e,,,,,
apache/ant-easyant-plugins,0.9-incubating,2013-03-23 13:55:12+00:00,,,
apache/ant-easyant-tasks,,,,,
apache/ant-easyant-skeletons,0.9-incubating,2013-03-23 13:55:24+00:00,,,
apache/incubator-brooklyn-site,,,,,
apache/couchdb-examples,,,,,
apache/couchdb-query-server-node,,,,,
apache/royale-tourjs,,,,,
apache/couchdb-jquery-couch,,,,,
apache/incubator-retired-corinthia,V0.1,2015-08-28 18:33:21+00:00,,,
apache/couchdb-futon,,,,,
apache/couchdb-couch-event,,,,,
apache/servicemix-features,features-4.5.3,2013-10-15 09:24:58+00:00,,,
apache/incubator-milagro-mfa-js-client,1.0.0,2016-05-05 15:06:26+00:00,,,
apache/incubator-milagro-mfa-js-lib,1.1.1,2016-11-29 11:31:21+00:00,,,
apache/juddi-styles,juddi-style-1.0.1,2012-02-22 19:01:17+00:00,,,
apache/whirr,release-0.9.0-rc0,2014-02-18 20:07:44+00:00,,,
apache/activemq-activeio,activeio-parent-3.1.4,2012-04-19 15:40:43+00:00,,,
apache/polygene-sandbox,,,,,
apache/karaf-boot,,,,,
apache/incubator-milagro-mfa-sdk-wp,,,,,
apache/wink-website,,,,,
apache/flex-whiteboard,,,,,
apache/airavata-labs,,,,,
apache/activemq-nms-xms,,,,,
apache/ode-console,ode-console-0.1.0,2016-10-26 03:20:30+00:00,,,
apache/couchdb-couch-log-lager,,,,,
apache/incubator-retired-concerted,,,,,
apache/etch,release-1.4.0,2014-08-07 19:01:59+00:00,,,
apache/couchdb-global-changes,,,,,
apache/incubator-retired-cotton,,,,,
apache/infrastructure-packer,,,,,
apache/geronimo-yoko,yoko-1.4,2013-04-02 14:57:08+00:00,,,
apache/couchdb-ddoc-cache,,,,,
apache/couchdb-couch-log,,,,,
apache/chemistry-phpclient,0.2.0,2013-11-17 23:24:28+00:00,,,
apache/couchdb-goldrush,0.1.6,2014-01-24 04:28:21+00:00,,,
apache/iampoc,,,,,
apache/netbeans-temp,,,,,
apache/photark-mobile,,,,,
apache/servicemix-maven-plugins,maven-plugins-pom-6,2017-02-21 21:42:54+00:00,,,
apache/uima-sandbox,uima-addons-parent-2.3.2-rc1,2013-06-20 14:43:04+00:00,,,
apache/activemq-stomp,,,,,
apache/couchdb-rexi,,,,,
apache/incubator-retired-provisionr,provisionr-0.4.0-incubating,2013-06-20 11:09:22+00:00,,,
apache/couchdb-twig,,,,,
apache/chemistry-dotcmis,chemistry-dotcmis-0.7-RC2,2015-04-09 11:48:24+00:00,,,
apache/devicemap-browsermap,browsermap-1.4.1-incubating,2014-07-30 21:07:50+00:00,,,
apache/directmemory-lightning,,,,,
apache/geronimo-jaspi,geronimo-jaspi-2.0.0,2012-05-03 07:59:28+00:00,,,
apache/kandula,,,,,
apache/log4j-component,v1_0_rc3,2007-06-27 23:33:19+00:00,,,
apache/log4j-zeroconf,v1_0_rc1,2007-06-28 22:20:36+00:00,,,
apache/photark,M3-incubating-RC2,2012-02-24 05:30:32+00:00,,,
apache/servicemix4-legal,legal-1.0,2008-04-16 06:23:11+00:00,,,
apache/servicemix4-specs,specs-2.4.0,2014-01-02 08:52:55+00:00,,,
apache/zetacomponents,,,,,
apache/httpd-flood,zero,2008-05-06 00:42:11+00:00,,,
apache/geronimo-devtools,geronimo-eclipse-plugin-3.0.1,2013-05-29 06:33:22+00:00,,,
apache/log4j-extras,apache-log4j-extras-1.2.17.1,2013-10-21 07:52:22+00:00,,,
apache/npanday,npanday-1.4.0-incubating,2011-05-06 02:19:45+00:00,,,
apache/servicemix-components,components-2013.01,2013-01-15 20:47:02+00:00,,,
apache/log4j-receivers,v1_0_rc1,2007-06-27 23:45:11+00:00,,,
apache/webservices-commons-xmlschema,XmlSchema-1.4.6,2010-04-26 13:36:24+00:00,,,
apache/karaf-webconsole,,,,,
apache/incubator-retired-horn,,,,,
apache/mynewt-pkg-sdk,,,,,
apache/river-container,,,,,
apache/couchdb-couch-epi,,,,,
apache/couchdb-couch-collate,,,,,
apache/karaf-eik,org.ops4j.pax.url.mvn-1.2.8,2013-01-04 13:48:24+00:00,,,
apache/incubator-incubator-mynewt-pkg-pkg,,,,,
apache/commons-el,,,,,
apache/infrastructure-docker,,,,,
apache/incubator-incubator-mynewt-pkg-sdk,,,,,
apache/incubator-incubator-mynewt-pkg-bsp,,,,,
apache/incubator-eagle,,,,,
apache/logging--log4j-boot,,,,,
apache/openwhisk-sample-slackbot,,,,,
apache/openwhisk-GitHubSlackBot,,,,,
apache/infrastructure-gbtest2,,,,,
apache/infrastructure-gbtest3,,,,,
apache/infrastructure-gnomemon,,,,,
apache/infrastructure-newrepo,,,,,
apache/infrastructure-newrepo2,,,,,
apache/infrastructure-newrepo3,,,,,
apache/infrastructure-newrepo4,,,,,
apache/infrastructure-newrepo5,,,,,
apache/log4cxx,,,,,
apache/kalumet,kalumet-0.6-incubating,2013-09-05 07:04:05+00:00,,,
apache/maven-app-engine,,,,,
apache/maven-mercury,mercury-1.0-alpha-6,2009-04-07 21:01:07+00:00,,,
apache/maven-repository-tools,,,,,
apache/savan,,,,,
